152,5	339,6	221,6	236,0	159,6	301,0	339,6	300,5	166,1	300,2	221,7	317,4	256,3	260,9	305,3	105,3	227,1	123,7	159,9	131,9	191,4	224,3	281,1	207,3
131,0	114,9	242,9	120,1	302,6	108,8	297,6	154,3	207,5	174,2	311,8	111,6	141,0	228,5	124,9	129,8	259,4	150,9	309,5	212,6	230,8	175,1	200,7	207,9
147,6	282,1	132,1	329,8	279,1	271,5	273,4	311,6	134,2	105,0	338,4	266,3	237,9	213,7	334,3	161,0	154,4	250,2	274,9	103,0	153,2	331,6	256,8	114,9
320,9	334,2	316,6	266,2	231,2	184,3	226,9	146,9	285,9	203,2	129,5	236,4	270,4	167,9	214,2	168,0	108,2	235,2	115,9	206,5	244,0	324,7	136,6	170,6
145,3	332,3	149,4	196,9	189,5	246,1	156,9	187,8	333,2	260,6	307,9	260,4	112,6	348,5	287,8	310,0	254,4	135,2	107,2	227,7	334,3	286,6	139,7	164,9
219,5	222,8	126,9	332,5	193,1	324,8	204,6	312,3	155,2	155,5	243,3	114,6	223,8	107,5	171,0	153,5	142,6	235,7	214,8	179,6	292,1	188,4	135,3	116,8
282,0	177,0	179,8	230,1	264,4	179,9	142,9	120,9	248,3	268,7	147,0	120,8	192,9	113,2	255,6	216,4	333,2	290,5	338,2	343,6	144,5	266,6	228,4	196,7
227,5	169,9	262,5	125,5	296,3	154,6	205,3	164,0	204,7	173,4	178,3	225,1	321,6	176,1	310,0	206,3	151,0	107,9	131,2	278,8	181,6	172,4	311,3	267,9
286,6	142,3	244,0	132,7	284,4	282,1	193,8	115,4	164,4	215,4	313,4	316,3	264,7	290,0	317,2	192,6	157,0	173,5	226,6	235,3	132,4	152,1	258,2	137,3
317,2	131,5	184,1	161,5	142,5	323,1	346,1	233,7	231,9	197,7	200,6	172,4	338,4	313,1	266,6	108,4	281,4	292,4	189,6	198,7	137,7	282,1	133,6	332,2
312,2	308,2	335,2	163,8	300,7	215,3	230,3	126,1	321,9	125,5	127,8	227,6	344,2	281,1	282,0	245,3	239,7	316,8	231,0	337,0	307,9	135,7	215,5	253,6
169,2	267,8	131,2	265,0	159,5	122,1	126,4	304,8	123,5	327,8	110,8	182,7	132,4	218,2	246,0	169,1	167,3	180,9	106,8	195,6	321,0	119,2	292,3	186,5
251,9	222,0	247,4	263,9	205,7	215,3	134,5	111,0	157,1	326,0	118,6	106,3	342,3	230,5	325,6	250,5	144,8	302,3	272,9	277,8	319,7	117,6	259,5	210,4
337,7	149,8	101,8	172,0	204,1	297,4	213,9	199,6	234,9	334,3	282,0	135,4	288,2	107,3	215,5	139,8	192,5	328,5	286,9	125,6	156,9	232,0	107,6	335,8
345,6	324,2	143,6	256,5	110,1	124,9	158,1	287,0	147,4	329,4	128,6	129,1	345,0	230,0	149,7	143,7	234,7	249,7	221,5	245,9	276,7	146,8	298,5	149,5
343,3	167,6	176,2	290,3	253,2	289,1	140,9	193,2	192,3	195,3	228,0	249,2	187,6	212,0	166,6	186,1	331,7	243,5	156,6	321,5	223,3	118,9	225,1	311,7
201,2	213,4	187,0	243,8	171,0	184,7	118,6	249,7	247,5	204,9	246,9	306,7	302,4	101,7	345,2	106,3	325,2	106,9	347,2	286,4	252,5	191,0	104,6	256,4
348,2	300,3	202,7	201,6	222,5	341,5	249,7	332,2	195,0	172,5	206,7	205,5	247,5	178,2	321,1	199,9	331,7	123,7	236,5	316,3	203,4	299,2	309,4	255,4
164,3	117,9	338,8	107,8	327,7	189,8	299,8	139,6	298,3	212,2	183,9	138,2	266,6	242,3	177,9	230,3	159,3	177,4	185,5	173,2	102,7	166,1	183,6	179,9
161,2	303,5	259,3	274,8	233,8	136,6	271,3	167,3	146,4	245,8	190,3	268,8	294,3	257,2	266,2	286,9	219,5	258,3	172,7	166,2	279,4	308,3	188,0	207,3
110,9	154,6	232,0	144,5	127,0	136,5	322,1	268,9	211,3	109,8	267,4	203,6	288,6	336,8	201,5	330,8	148,1	117,6	310,2	225,0	322,9	312,6	108,4	116,8
272,4	263,8	255,7	162,5	104,9	207,0	124,4	240,6	343,5	308,8	302,8	163,1	124,4	302,6	113,6	254,6	319,8	303,0	237,2	335,2	195,5	173,4	122,0	162,9
278,8	305,8	270,6	205,0	338,5	153,3	326,0	285,8	235,8	196,5	315,8	335,5	161,3	262,2	168,4	328,4	212,0	272,6	262,9	233,6	155,9	222,3	335,1	262,4
326,3	167,9	186,9	102,5	173,0	206,7	281,6	198,9	327,0	170,3	234,1	293,8	212,1	335,7	243,1	159,5	131,4	144,4	148,5	257,2	169,2	145,8	182,4	152,3
296,7	324,1	231,0	209,3	165,5	189,5	219,2	336,3	290,7	130,0	289,6	132,0	183,7	193,8	248,7	286,1	144,4	175,6	312,2	311,7	232,7	216,9	168,6	338,8
248,4	191,0	205,3	228,5	128,4	129,9	107,2	132,0	338,7	255,6	186,0	249,8	180,2	290,4	233,8	110,1	310,5	327,2	221,0	215,2	295,4	275,0	220,6	182,8
177,8	255,6	325,7	200,3	197,3	150,1	340,0	234,4	179,3	200,2	307,5	215,9	122,6	290,3	105,4	100,0	222,8	103,8	258,8	158,2	296,3	116,8	172,2	332,6
260,6	113,4	304,3	193,6	194,9	345,4	298,0	288,4	258,7	151,9	152,7	345,8	313,9	200,8	296,1	331,2	252,6	243,2	295,2	114,1	260,3	154,9	113,2	110,1
215,9	242,6	122,1	209,2	341,1	290,9	274,9	105,5	259,1	274,6	165,0	227,9	105,2	318,9	330,8	278,9	179,3	300,1	187,4	308,9	229,6	142,0	312,8	216,3
327,9	214,9	237,5	219,2	142,8	302,9	128,7	159,9	303,8	286,1	205,6	297,9	347,9	197,1	334,7	310,0	253,2	222,2	302,5	239,4	298,9	195,7	183,9	132,6
284,3	122,2	225,8	306,4	277,5	164,5	162,0	346,3	276,2	210,2	232,5	213,5	114,2	307,4	161,7	123,2	191,9	335,0	347,0	260,5	150,4	216,7	113,8	322,5
196,1	120,4	137,6	346,3	132,1	277,1	234,6	142,5	303,2	157,8	215,2	292,1	196,1	159,7	178,1	170,2	298,4	190,4	339,7	249,1	196,7	339,5	117,2	225,1
139,1	271,7	248,6	114,5	111,2	314,8	332,4	212,6	144,9	274,4	293,1	169,8	165,5	307,8	220,6	127,0	321,8	198,8	216,9	289,4	149,0	299,6	161,4	305,2
241,3	154,6	304,3	264,6	251,3	231,7	266,3	322,6	160,6	246,8	147,1	246,2	145,0	265,3	149,0	340,9	227,1	212,0	174,2	130,3	155,0	193,6	149,6	285,2
124,9	183,8	141,6	326,1	265,1	312,8	111,3	200,8	225,5	242,0	311,4	251,3	245,6	272,6	210,2	144,3	238,0	309,7	177,6	132,1	254,3	135,2	211,7	122,6
138,8	100,2	254,9	276,5	260,3	186,1	303,0	273,0	134,9	284,6	223,2	287,3	147,0	330,4	204,5	310,8	247,4	241,3	308,5	230,0	318,4	282,4	220,5	236,0
260,9	111,5	312,7	244,1	121,1	216,7	184,5	234,1	128,8	325,7	237,3	146,6	234,8	292,9	116,4	267,1	224,1	159,0	317,9	244,3	337,4	228,7	136,5	264,9
288,9	171,3	128,1	253,3	276,2	196,3	143,3	124,8	267,1	101,0	256,9	339,8	343,5	263,7	337,4	159,9	118,5	213,1	143,5	295,7	292,6	210,4	147,0	316,6
190,9	246,7	343,6	122,5	114,4	303,8	139,4	300,8	266,6	319,3	155,8	197,5	263,4	217,9	253,5	270,5	291,1	212,0	144,7	325,4	193,5	280,6	192,9	222,2
203,2	174,1	308,5	222,7	212,9	235,8	126,0	346,7	293,9	252,0	312,3	323,0	209,4	148,5	224,4	137,6	123,6	284,0	161,5	115,3	295,3	123,7	141,2	346,9
113,3	277,1	104,6	286,7	263,6	107,7	314,3	312,2	180,9	151,4	129,2	242,9	266,0	339,9	154,3	227,4	315,8	267,6	169,3	147,6	124,9	130,2	183,4	288,6
286,8	347,4	339,3	160,5	189,3	238,7	227,1	314,8	217,5	161,4	106,0	151,2	127,8	256,8	266,3	285,2	156,8	184,2	288,3	163,5	217,8	206,9	268,0	264,3
123,4	278,9	192,4	199,8	241,3	223,8	257,4	295,3	157,5	147,3	247,9	151,1	231,8	194,0	273,6	287,4	262,0	336,2	199,3	198,6	307,0	313,6	190,7	219,0
161,2	230,0	208,4	259,4	253,4	317,3	298,6	213,9	331,4	242,2	119,4	315,0	153,7	274,2	227,0	236,9	290,3	211,2	333,4	160,2	135,7	189,2	268,6	139,5
232,1	246,9	284,2	306,6	145,8	153,1	218,3	334,6	328,4	155,7	260,5	153,8	211,9	290,5	172,1	326,6	209,9	349,2	250,4	136,0	332,3	187,0	198,5	130,7
173,4	270,7	172,0	198,1	166,0	108,6	158,8	346,1	144,4	198,2	177,6	205,5	246,9	185,4	291,9	314,4	170,5	313,5	238,2	295,3	174,0	124,3	235,9	266,6
167,6	255,9	274,0	219,4	180,9	202,5	244,7	232,3	282,8	139,1	272,1	301,7	268,7	118,9	121,2	339,4	240,2	278,6	337,2	268,4	196,8	177,9	144,6	160,7
266,4	200,2	345,5	118,9	102,7	165,2	346,9	118,4	222,3	163,5	336,0	283,2	344,4	265,6	331,5	175,2	241,1	224,5	135,6	105,5	328,5	211,0	152,7	306,3
173,3	199,9	193,9	293,4	206,1	124,4	159,0	348,4	203,1	311,5	141,4	230,0	293,1	233,4	108,1	244,5	277,0	348,7	307,4	291,6	166,0	264,5	242,9	141,0
177,7	190,2	234,0	307,1	340,3	243,2	176,6	284,6	210,2	173,3	194,5	323,9	198,2	196,8	236,5	140,4	128,8	275,8	215,1	110,8	236,0	204,3	289,7	168,5
128,6	167,2	313,6	205,2	347,6	317,9	217,7	284,4	132,2	141,1	203,3	217,1	178,0	191,9	115,3	303,9	310,0	112,2	142,5	185,6	167,0	160,3	195,0	329,1
331,0	193,5	321,5	224,8	149,9	300,9	151,7	310,8	230,4	278,4	228,3	196,2	282,4	149,5	299,6	277,5	214,7	128,2	140,4	150,3	346,8	325,4	332,5	188,1
103,0	238,3	299,4	297,2	328,0	307,5	321,5	213,1	219,2	273,5	346,7	151,9	133,6	151,2	180,1	261,4	144,7	314,1	289,9	184,3	248,5	265,8	169,7	155,7
175,2	151,9	167,9	241,9	165,5	155,8	153,3	189,6	169,6	140,8	117,5	308,0	143,6	113,1	317,4	144,9	107,5	182,7	244,9	116,0	295,4	134,8	134,0	321,6
108,2	144,6	178,3	101,5	285,6	330,4	336,3	284,8	343,0	342,4	129,7	145,5	336,3	312,8	261,9	309,5	145,4	253,6	182,7	279,4	253,4	125,0	153,0	212,5
165,3	206,2	231,1	200,1	164,6	102,6	339,9	196,6	103,2	140,8	177,8	194,7	229,9	206,2	247,6	324,3	204,0	283,4	239,1	146,5	279,2	110,3	152,1	160,6
325,2	100,7	109,0	263,3	168,4	251,0	119,6	113,2	113,6	124,3	197,2	147,2	168,2	337,9	225,0	269,7	290,5	209,9	260,6	245,6	271,3	245,1	269,3	135,6
191,2	228,2	195,4	336,1	237,6	314,9	128,5	265,3	282,3	151,3	269,0	316,1	335,2	232,0	136,1	271,5	311,1	185,7	232,0	319,1	289,4	220,0	322,9	145,1
310,3	311,5	126,7	199,9	317,9	337,3	200,6	125,6	188,5	141,7	286,0	334,5	314,2	143,4	287,6	121,9	286,2	195,1	155,5	123,2	130,4	134,9	252,0	161,2
120,6	131,5	151,7	171,5	101,7	300,4	240,5	227,2	181,0	192,7	173,7	314,4	141,1	279,5	210,0	268,0	206,8	339,9	343,3	187,7	160,5	207,1	278,4	300,9
278,2	282,4	167,3	321,0	176,2	229,8	278,7	320,9	292,9	299,5	305,3	199,1	245,2	166,2	123,2	277,9	279,1	183,9	104,8	188,9	194,6	179,0	173,5	130,3
177,1	302,0	252,4	267,4	162,7	107,3	313,8	123,9	321,7	272,6	120,9	343,9	330,2	242,1	229,5	175,7	328,9	309,7	235,0	305,8	170,0	311,9	341,8	133,6
142,4	155,9	143,7	342,9	178,8	275,3	117,2	239,8	259,2	300,5	214,8	346,1	205,9	290,6	109,5	138,0	281,5	330,3	317,5	299,8	320,7	307,9	291,8	209,3
329,1	164,8	120,7	293,7	178,6	317,5	240,4	200,2	241,9	167,7	112,2	236,1	247,7	116,4	156,4	288,1	327,0	232,4	220,8	263,0	236,2	343,9	302,7	102,9
274,2	313,0	257,2	288,8	149,2	304,6	321,9	321,8	223,1	270,0	190,7	114,6	279,4	200,7	253,5	235,9	187,1	274,6	339,7	118,4	167,2	177,4	207,0	129,1
332,6	155,2	245,5	264,7	146,0	114,5	325,3	133,8	146,4	164,6	280,4	158,7	229,6	340,4	297,4	243,4	308,6	118,8	255,9	172,4	329,5	262,4	221,6	188,0
311,3	126,7	124,3	224,4	347,1	273,8	237,7	113,6	118,4	319,4	328,3	170,6	148,0	179,4	118,3	269,0	262,7	275,2	339,6	297,3	169,4	191,0	122,1	338,4
165,1	185,2	305,7	271,0	268,7	262,8	288,5	307,6	150,1	293,8	341,9	274,9	125,6	222,3	320,5	250,2	187,6	245,3	191,5	242,7	210,2	270,3	189,3	142,9
315,1	146,2	317,7	108,9	224,7	210,8	260,5	111,8	299,8	147,9	213,4	255,9	335,1	237,7	242,0	150,9	156,9	330,7	159,2	114,4	299,3	154,6	266,5	124,2
349,2	328,0	311,4	253,6	314,8	219,3	194,3	204,8	170,6	228,8	262,8	137,4	307,6	132,6	183,6	270,7	196,9	154,5	302,1	109,9	318,9	182,0	340,9	126,9
