848	317
849	32
849	380
850	41
850	247
852	220
852	436
856	120
858	33
860	360
861	75
861	329
862	186
865	107
865	314
865	363
869	50
870	6
878	277
879	239
880	117
880	195
882	343
883	335
887	198
888	359
889	211
889	314
891	154
891	292
896	315
897	347
901	37
903	129
903	136
903	218
903	299
907	219
908	238
909	20
909	211
909	356
912	102
912	173
912	177
913	315
914	295
916	103
920	286
923	3
925	175
925	312
926	103
927	139
929	174
930	84
932	41
932	76
932	310
935	47
936	100
940	41
940	62
940	299
943	8
943	170
944	337
945	58
947	173
948	194
950	82
950	269
951	195
953	89
953	178
956	178
956	219
961	272
962	114
963	4
963	22
964	244
967	145
968	29
969	90
970	104
971	173
971	200
972	231
974	197
976	307
977	62
978	50
978	93
979	212
980	43
980	186
982	198
985	198
986	249
986	280
994	297
996	13
996	143
997	268
998	38
999	131
1003	124
1004	93
1006	45
1007	107
1010	132
1010	246
1011	149
1012	106
1014	233
1017	70
1017	280
1022	70
1022	114
1024	183
1031	33
1032	262
1034	59
1034	188
1036	223
1037	30
1037	66
1038	243
1039	90
1039	207
1040	227
1041	182
1042	40
1044	24
1046	225
1047	211
1050	23
1051	37
1054	27
1060	155
1061	151
1065	74
1065	102
1066	23
1067	64
1069	90
1071	58
1071	181
1073	189
1075	68
1076	191
1077	97
1077	122
1080	46
1082	132
1082	164
1083	91
1083	129
1084	91
1085	105
1086	109
1087	28
1087	52
1087	199
1088	124
1088	201
1089	86
1091	57
1092	79
1092	143
1093	107
1096	43
1096	119
1096	203
1097	92
1098	48
1098	124
1098	154
1099	101
1100	65
1101	63
1102	31
1103	165
1103	170
1103	188
1105	5
1105	159
1107	52
1109	65
1111	66
1112	29
1113	90
1117	73
1117	123
1118	67
1119	114
1119	167
1121	4
1122	130
1123	44
1124	127
1125	16
1125	20
1125	107
1125	165
1126	33
1126	126
1126	162
1127	7
1128	66
1128	140
1128	162
1129	163
1130	37
1130	52
1130	113
1130	127
1132	53
1132	143
1134	81
1134	148
1135	16
1137	89
1137	135
1139	88
1140	106
1141	13
1141	131
1141	154
1142	4
1143	32
1143	83
1144	123
1144	130
1144	133
1145	85
1146	6
1147	4
1148	120
1150	51
1152	79
1152	107
1152	123
1155	3
1155	107
1156	4
1156	12
1157	25
1158	122
1161	97
1161	131
1161	136
1162	53
1162	115
1163	72
1164	71
1166	97
1167	102
1169	66
1169	71
1169	99
1171	25
1171	98
1172	91
1173	87
1175	2
1177	45
1177	77
1179	86
1181	2
1181	25
1181	34
1183	38
1183	65
1187	12
1187	76
1188	35
1189	52
1192	32
1192	86
1192	100
1195	22
1195	28
1198	19
1201	40
1201	51
1202	20
1202	22
1202	59
1203	21
1205	11
1205	35
1205	46
1205	75
1206	61
1208	1
1210	12
1211	39
1212	29
1214	18
1216	66
1219	77
1220	22
1220	65
1223	22
1223	42
1223	64
1224	68
1226	15
1228	1
1228	9
1228	10
1229	33
1233	39
1235	63
1236	10
1236	41
1239	20
1242	30
1243	30
1245	44
1249	10
1249	25
1249	41
1250	4
1250	37
1251	8
1251	23
1254	23
1255	3
1255	35
1256	26
1259	26
1262	10
1265	5
1266	7
1268	12
1270	13
1271	21
1272	1
1274	8
1274	17
1275	24
1277	4
1277	10
1280	6
1280	12
1280	19
1282	17
1283	11
1286	2
1287	7
1287	12
1288	1
1289	3
1290	7
1291	7
1292	5
1292	7
1295	3
1298	1
